ID,Region,Regulated Dam,Primary Purpose,Primary Type,Height (m),Length (km),Volume (m3),Year Completed,Years Modified,Surface (km2),Drainage (km2),Spillway,Last Inspection Date,Inspection Frequency,Distance to Nearest City (km),Hazard,Assessment,Assessment Date,Probability of Failure,Loss given failure - prop (Qm),Loss given failure - liab (Qm),Loss given failure - BI (Qm)
SOAD14667,Navaldia,No,Water Supply,Earth,7.404,0.223,23860.0,1969.0,,0.14775,0.0,,,,,Low,Not Rated,18/06/2014,0.1105,31.4,8.9,25.5
SOAD15186,Lyndrassia,No,Grade Stabilization,Earth,11.453,0.167,16767.0,1995.0,,0.04728,2349.02178,Uncontrolled,,0.0,,Low,Not Rated,,0.1166,39.2,8.9,
SOAD15421,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.204,0.013,,1973.0,,,,,,,15.45,Low,,,0.0945,13.0,127.9,
SOAD17218,Lyndrassia,No,Flood Risk Reduction,Earth,7.695,0.243,13800.0,1989.0,,0.10638,3912.37301,Uncontrolled,,0.0,,Low,Not Rated,,0.0822,38.5,21.9,
SOAD17577,Navaldia,No,,Earth,6.009,0.333,,1977.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.1228,24.6,23.5,
SOAD17890,Lyndrassia,No,Grade Stabilization,Earth,9.452,0.16,17867.0,1975.0,,0.04137,370.19731,Uncontrolled,,0.0,,Low,Not Rated,,0.0978,45.2,23.0,
SOAD18947,Lyndrassia,No,Recreation,Earth,11.538,,0.0,1963.0,,0.05713,553.96432,,28/10/1980,0.0,1.56,High,Not Rated,,0.0841,25.6,826.9,4.9
SOAD20062,Navaldia,No,Water Supply,Earth,7.777,0.317,,1965.0,,0.07486,0.0,,,,,Low,Not Rated,18/06/2014,0.0643,24.6,20.9,16.5
SOAD20277,Flumevale,Yes,Flood Risk Reduction,Earth,8.518,0.256,,1970.0,,0.06895,0.0,,20/10/1992,3.0,134.88,Low,Fair,26/10/2018,0.0854,38.5,173.8,
SOAD20528,Lyndrassia,Yes,Irrigation,Earth,12.683,0.1,,1948.0,,0.02561,,,,,0.0,Low,,,0.101,40.0,804.8,39.0
SOAD20626,Navaldia,Yes,,,7.357,0.333,,,,0.10441,5.32658,Uncontrolled,15/03/2023,5.0,,High,Fair,15/08/2023,0.094,28.6,576.4,
SOAD00213,Navaldia,No,Recreation,Earth,7.877,0.267,,1977.0,,0.0788,0.0,,,,,Low,Not Rated,18/06/2014,0.1078,12.5,12.2,8.9
SOAD02086,Navaldia,No,Irrigation,Earth,2.703,0.15,,1955.0,,0.08471,0.0,,,,,Low,Not Rated,18/06/2014,0.0588,24.9,17.0,4.8
SOAD02226,Lyndrassia,No,Recreation,Earth,11.392,,0.0,1972.0,,0.05516,727.07817,,,0.0,26.44,High,Not Rated,,0.1103,46.3,429.2,3.9
SOAD02677,Navaldia,Yes,Recreation,Earth,3.712,0.055,,1948.0,,0.02561,53.2658,,19/06/2015,5.0,,Low,Not Rated,,0.0944,37.1,17.4,4.4
SOAD02711,Lyndrassia,No,Flood Risk Reduction,Earth,11.892,0.18,33771.0,1999.0,,0.03152,948.1312399999999,Uncontrolled,01/10/1999,1.0,,Low,Not Rated,,0.1307,39.6,20.8,
SOAD02800,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.989,0.142,,1954.0,,,15.97974,Uncontrolled,,,28.13,Low,,,0.0876,5.4,276.3,
SOAD02808,Flumevale,Yes,Other,Earth,9.867,0.17,40000.0,1967.0,,0.13002,2.66329,,22/02/2022,0.5,,Low,Satisfactory,01/09/2017,0.0761,24.9,18.5,
SOAD02862,Navaldia,Yes,Other,Earth,5.062,0.567,,1982.0,,0.12017,2.66329,,01/01/1994,,,Low,Not Rated,18/06/2014,0.1243,32.5,23.5,
SOAD03410,Lyndrassia,No,Recreation,Earth,11.624,,0.0,1969.0,,0.06107,279.64545,,22/12/1997,0.0,0.0,Low,Not Rated,,0.0997,40.4,227.2,6.3
SOAD03696,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.764,0.125,,1960.0,,,10.65316,Uncontrolled,,,118.33,Low,,,0.0815,5.7,224.5,
SOAD04323,Lyndrassia,No,Other,Earth,8.432,,0.0,,,0.07486,1587.3208399999999,,,0.0,0.0,Low,Not Rated,,0.1147,41.4,543.9,
SOAD04635,Navaldia,No,Recreation,Earth,6.794,0.45,,,,0.06895,5.32658,Uncontrolled,14/09/2020,4.0,7.76,Low,Fair,14/09/2020,0.0612,28.3,340.8,8.1
SOAD04654,Navaldia,Yes,Irrigation,Earth,3.162,0.09,,1943.0,,0.12214,0.0,,,,3.2,Low,Not Rated,18/06/2014,0.0898,13.2,849.1,4.3
SOAD05071,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,3.411,0.067,,1931.0,,,5.32658,,,,15.99,Low,,,0.0654,10.8,251.7,
SOAD05086,Lyndrassia,No,Flood Risk Reduction,Earth,9.94,0.167,16917.0,1998.0,,0.09258999999999999,516.67826,Uncontrolled,01/10/1999,1.0,,Low,Not Rated,,0.1054,16.9,12.8,
SOAD05795,Lyndrassia,No,Flood Risk Reduction,Earth,10.108,0.157,19800.0,1993.0,,0.0591,1432.8500199999999,Uncontrolled,,0.0,,Low,Not Rated,,0.1099,27.6,14.8,
SOAD06462,Navaldia,No,Recreation,Earth,6.749,0.195,,1964.0,,0.08471,0.0,,,,,Low,Not Rated,18/06/2014,0.0841,7.0,5.1,7.1
SOAD06957,Navaldia,No,Recreation,Earth,2.877,2.4,,1959.0,,0.10441,0.0,,,,,Low,Not Rated,18/06/2014,0.074,11.6,14.2,3.9
SOAD07010,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,10.948,,0.0,1956.0,,0.05713,1414.20699,,,0.0,19.66,Low,Not Rated,,0.1,39.7,206.5,
SOAD07183,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.833,0.1,,1954.0,,,7.98987,,,,21.48,Low,,,0.0976,7.3,449.5,
SOAD07513,Navaldia,Yes,Recreation,Rockfill,4.108,0.07,,1800.0,,0.11623,1672.54612,,30/06/2017,5.0,,Low,Fair,,0.049,14.8,6.4,9.3
SOAD07851,Navaldia,No,Recreation,Earth,6.667,0.98,11100.0,1972.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.0731,24.2,13.5,8.9
SOAD08101,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.806,0.283,,1948.0,,0.08274,0.0,,,,,Low,Not Rated,18/06/2014,0.0749,27.0,22.8,
SOAD08444,Lyndrassia,No,Irrigation,Earth,6.268,0.742,34053.0,1976.0,,0.09061999999999999,2266.45979,Uncontrolled,,0.0,,Low,Not Rated,,0.0932,37.6,22.0,45.3
SOAD08957,Lyndrassia,No,Water Supply,Earth,9.039,,0.0,1970.0,,0.07683,2210.5307,,,0.0,3.31,Low,Not Rated,,0.072,24.0,697.6,11.9
SOAD08998,Lyndrassia,No,Recreation,Earth,8.582,,0.0,1928.0,,0.07683,2271.78637,,12/07/1978,0.0,5.02,High,Not Rated,,0.1032,38.7,320.3,6.1
SOAD09903,Lyndrassia,No,Other,Earth,11.13,0.337,0.0,1975.0,,0.05713,4410.40824,,26/03/1979,0.0,3.12,High,Not Rated,,0.121,31.3,336.4,
SOAD10349,Lyndrassia,No,Debris Control,Earth,6.292,,0.0,1955.0,,0.10244,2130.632,,,0.0,21.0,High,Not Rated,,0.1443,9.6,235.4,
SOAD10378,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,2.732,0.117,,1960.0,,,,,,,64.39,Low,,,0.0672,7.8,64.9,
SOAD10921,Lyndrassia,No,Irrigation,Earth,8.759,,0.0,1978.0,,0.07289,692.4553999999999,,,0.0,0.0,High,Not Rated,,0.0826,23.5,770.3,8.7
SOAD10942,Navaldia,No,Water Supply,Earth,3.548,0.294,,1971.0,,0.12214,13.31645,Uncontrolled,10/02/2016,5.0,,Significant,Not Rated,10/02/2021,0.1336,21.8,170.6,44.9
SOAD11317,Navaldia,No,Recreation,Earth,6.524,0.293,9000.0,1962.0,,0.09258999999999999,0.0,,,,,Low,Not Rated,18/06/2014,0.0977,36.7,17.5,4.4
SOAD11600,Navaldia,No,,Earth,4.698,0.193,,1955.0,,0.10441,0.0,,,,,Low,Not Rated,18/06/2014,0.056,29.7,11.6,
SOAD12627,Lyndrassia,No,Flood Risk Reduction,Earth,12.107,0.143,22083.0,1999.0,,0.08471,1510.0854299999999,Uncontrolled,,1.0,,Low,Not Rated,,0.1084,21.4,13.6,
SOAD12915,Navaldia,No,Recreation,Gravity,3.983,0.065,,1957.0,,0.20882,0.0,,02/02/1999,,33.02,Low,Not Rated,18/06/2014,0.0923,12.1,153.6,8.0
SOAD13723,Navaldia,Yes,Flood Risk Reduction,Earth,16.435,0.085,,1974.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.0955,14.5,20.1,
SOAD13725,Navaldia,No,Irrigation,Earth,9.782,0.08,,,2007O,0.05122,26.6329,Uncontrolled,04/11/2010,5.0,,Significant,Not Rated,04/11/2015,0.0912,29.5,119.5,31.1
SOAD13806,Lyndrassia,No,Irrigation,Earth,8.43,,0.0,1976.0,,0.07486,679.13895,,,0.0,8.32,Low,Not Rated,,0.1177,22.9,247.6,27.7
SOAD14080,Navaldia,Yes,,Earth,6.381,0.277,,1968.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.1233,26.9,7.3,
SOAD14100,Navaldia,No,Irrigation,Earth,5.203,0.233,,1955.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.0752,12.1,6.2,39.5
SOAD14318,Navaldia,No,Recreation,Earth,4.86,0.233,,1936.0,,0.10441,0.0,Uncontrolled,28/01/2008,,1.56,Significant,Not Rated,18/06/2014,0.1672,33.2,614.6,6.2
SOAD14500,Navaldia,No,Recreation,Earth,10.073,0.127,5600.0,1936.0,,0.0591,37.28606,Uncontrolled,16/05/2017,,3.15,Significant,Not Rated,,0.137,41.4,257.7,4.7
SOAD14574,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.039,0.333,,1977.0,,0.08668,0.0,,,,,Low,Not Rated,18/06/2014,0.1064,15.8,5.9,
SOAD14728,Flumevale,Yes,Hydroelectric,Earth,3.059,0.112,300.0,1870.0,,0.20685,2.66329,Uncontrolled,18/08/2016,3.0,,Low,Satisfactory,29/09/2023,0.0618,25.9,21.9,
SOAD14786,Lyndrassia,No,Flood Risk Reduction,Earth,10.849,0.187,23287.0,2006.0,,0.05122,1621.94361,Uncontrolled,,0.0,,Low,Not Rated,,0.0859,46.6,15.0,
SOAD14995,Navaldia,No,Recreation,Earth,10.758,0.086,,1981.0,,0.0,2290.4294,,,,,Low,Not Rated,18/06/2014,0.1111,19.1,7.3,7.0
SOAD15458,Navaldia,Yes,,Earth,5.536,0.367,,1994.0,1995S,0.06107,2.66329,Uncontrolled,02/03/2022,5.0,,High,Not Rated,02/08/2021,0.0818,30.3,502.5,
SOAD15622,Lyndrassia,Yes,Water Supply,Earth,11.451,0.333,0.0,,,0.19306,0.0,,,0.0,15.95,Low,,,0.0772,8.6,141.1,68.7
SOAD15797,Flumevale,Yes,Irrigation,Earth,7.513,0.037,17889.0,1960.0,,0.06895,0.0,Uncontrolled,26/10/2018,6.0,4.62,Low,Not Rated,,0.0791,30.8,500.1,29.1
SOAD15917,Navaldia,Yes,Water Supply,Earth,4.571,0.733,,1900.0,,0.0,0.0,,11/10/2000,,3.28,Low,Not Rated,18/06/2014,0.0582,8.6,669.3,46.8
SOAD17200,Flumevale,Yes,Other,Other,5.842,0.047,0.0,2009.0,,0.38612,27828.71721,,22/06/2022,0.5,,Low,Satisfactory,01/09/2017,0.0488,687.3,17.0,
SOAD17223,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.466,0.067,,1962.0,,,,,,,70.31,Low,,,0.0696,18.4,75.3,
SOAD17439,Navaldia,No,Recreation,Earth,6.08,0.169,8337.0,1974.0,,0.08274,0.0,,,,,Low,Not Rated,18/06/2014,0.105,38.6,16.9,9.1
SOAD18978,Lyndrassia,No,Flood Risk Reduction,Earth,10.254,0.173,19280.0,2007.0,,0.02561,1251.7463,Uncontrolled,,0.0,,Low,Not Rated,,0.0858,35.0,12.5,
SOAD19203,Lyndrassia,No,Debris Control,Earth,8.748,,0.0,1965.0,,0.07486,876.22241,,,0.0,14.01,Low,Not Rated,,0.1123,30.1,272.7,
SOAD19253,Lyndrassia,No,Flood Risk Reduction,Earth,8.252,0.19,21145.0,2001.0,,0.03349,1741.7916599999999,Uncontrolled,01/11/2001,1.0,,Low,Not Rated,,0.0955,24.1,20.1,
SOAD19980,Lyndrassia,No,Grade Stabilization,Earth,9.058,0.157,19804.0,1969.0,,0.06698,2040.08014,Uncontrolled,,0.0,,Low,Not Rated,,0.1029,41.6,11.1,
SOAD20228,Navaldia,Yes,Recreation,Earth,6.941,0.156,,1922.0,,0.04925,26.6329,,15/10/2020,5.0,,Low,Poor,,0.0757,45.8,7.6,6.3
SOAD20253,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.363,0.133,,1937.0,,,,,,,66.71,Low,,,0.0995,14.3,214.3,
SOAD20355,Navaldia,No,Irrigation,Earth,6.136,0.213,,1962.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.0688,44.8,8.8,47.5
SOAD00136,Navaldia,No,Recreation,Earth,5.08,0.367,,1957.0,,0.09653,0.0,,,,,Low,Not Rated,18/06/2014,0.0755,29.8,10.4,3.9
SOAD00142,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,9.499,0.173,0.0,1999.0,,0.08077,87.88857,Uncontrolled,,0.0,,Low,,,0.0953,27.9,18.3,
SOAD00366,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,4.349,0.133,,1920.0,,,,,,,52.05,Low,,,0.1156,13.4,178.1,
SOAD01693,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.482,0.159,,1953.0,,,,,,,83.93,Low,,,0.1113,8.8,200.4,
SOAD01849,Flumevale,Yes,Irrigation,Earth,9.662,0.253,29555.0,1901.0,1972H;1972M;1972S,0.06698,0.0,Uncontrolled,03/08/2021,2.0,16.4,Significant,Satisfactory,03/08/2021,0.1248,4.9,165.6,26.1
SOAD02382,Lyndrassia,No,Recreation,Earth,9.564,,0.0,1976.0,,0.06698,247.68597,,04/12/1980,0.0,0.0,High,Not Rated,,0.0939,15.1,397.9,4.3
SOAD03427,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.132,0.227,,1952.0,,,,,,,20.11,Low,,,0.0572,14.5,143.4,
SOAD03876,Lyndrassia,No,Flood Risk Reduction,Earth,10.595,0.163,16190.0,1989.0,,0.04728,1555.3613599999999,Uncontrolled,,0.0,,Low,Not Rated,,0.1276,21.1,15.1,
SOAD04548,Lyndrassia,No,Other,Earth,7.582,,0.0,1967.0,,0.08274,516.67826,,27/03/1981,0.0,15.99,Low,Not Rated,,0.0639,24.0,207.0,
SOAD04727,Flumevale,Yes,Flood Risk Reduction,Earth,9.319,0.22,27325.0,1957.0,,0.07486,7.98987,Uncontrolled,06/10/2020,3.0,24.42,Low,Not Rated,,0.0712,46.9,358.3,
SOAD04764,Flumevale,Yes,Water Supply,Earth,9.074,0.933,,1978.0,,0.04925,0.0,Uncontrolled,15/09/2022,2.0,1.61,Significant,Fair,15/09/2022,0.1301,19.8,95.7,35.0
SOAD05032,Flumevale,Yes,Fish and Wildlife Pond,Earth,3.117,0.053,,1935.0,,0.12214,0.0,,22/10/1984,0.0,8.14,Low,Satisfactory,11/12/2018,0.0702,24.2,118.2,
SOAD05481,Lyndrassia,No,Flood Risk Reduction,Earth,11.39,0.127,26765.0,1994.0,,0.33884,5254.67117,Uncontrolled,,0.0,,Low,Not Rated,,0.0906,116.2,13.0,
SOAD06285,Navaldia,No,Recreation,Earth,7.797,0.174,24373.0,1970.0,,0.12017,5.32658,,16/04/1971,,,Low,Not Rated,18/06/2014,0.0699,6.8,23.1,4.0
SOAD06391,Lyndrassia,No,Flood Risk Reduction,Earth,11.02,0.207,21729.0,2002.0,,0.19503,1326.31842,Uncontrolled,18/11/2002,0.0,,Low,Not Rated,,0.1063,38.1,21.8,
SOAD06682,Navaldia,No,Water Supply,Earth,5.076,0.2,,1945.0,,0.09456,0.0,,,,,Low,Not Rated,18/06/2014,0.0865,29.3,23.7,19.6
SOAD06803,Flumevale,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.584,0.308,,1973.0,,0.16745,0.0,,13/11/1991,0.0,28.51,Low,Not Rated,,0.1087,37.4,254.5,
SOAD07461,Navaldia,No,Recreation,Earth,7.177,0.2,,1972.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.0838,11.2,5.7,4.3
SOAD07688,Flumevale,Yes,Irrigation,Earth,3.79,0.567,61002.0,1902.0,,0.13396,0.0,,13/06/1986,6.0,4.91,Low,Not Rated,,0.0427,29.3,358.1,15.9
SOAD07758,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.045,0.067,,1947.0,,,,,,,48.14,Low,,,0.1222,9.6,176.6,
SOAD08082,Lyndrassia,No,Flood Risk Reduction,Earth,13.289,0.137,29897.0,1994.0,,0.02561,1065.316,Uncontrolled,,0.0,,Low,Not Rated,,0.0943,14.6,7.3,
SOAD08203,Navaldia,No,Water Supply,Earth,10.352,0.4,,1971.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.1023,5.3,10.5,13.8
SOAD08606,Navaldia,No,,Earth,9.662,0.133,27000.0,1939.0,,0.08668,5.32658,,,,,Low,Not Rated,18/06/2014,0.1171,10.4,5.8,
SOAD08768,Lyndrassia,No,Recreation,Earth,8.468,,0.0,,,0.07683,1384.9107999999999,,,0.0,0.0,Low,Not Rated,,0.1133,18.0,503.2,8.3
SOAD09241,Lyndrassia,No,Recreation,Earth,7.066,,0.0,1957.0,,0.09653,6160.18977,,,0.0,1.61,High,Not Rated,,0.1008,9.8,274.8,4.3
SOAD09760,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.039,0.367,,1940.0,,,,,,,0.0,Low,,,0.0927,23.6,173.7,
SOAD09794,Navaldia,No,Water Supply,Earth,9.752,0.177,,1970.0,,0.08864999999999999,0.0,,,,,Low,Not Rated,18/06/2014,0.0977,18.0,12.6,32.6
SOAD10445,Navaldia,No,,Earth,7.759,0.277,21220.0,1962.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.1176,10.4,11.5,
SOAD10566,Lyndrassia,No,Recreation,Earth,4.363,,0.0,1960.0,,0.14775,13114.03996,,06/10/1980,0.0,0.0,High,Not Rated,,0.1214,13.3,556.9,3.0
SOAD10939,Lyndrassia,No,Flood Risk Reduction,Earth,10.6,0.21,23055.0,2006.0,,0.03546,910.84518,Uncontrolled,,0.0,,Low,Not Rated,,0.092,30.0,19.1,
SOAD11561,Navaldia,No,Recreation,Earth,5.348,0.233,,1960.0,,0.1182,0.0,,,,,Low,Not Rated,18/06/2014,0.0715,7.5,6.9,3.6
SOAD12035,Navaldia,No,,Earth,4.535,0.192,,1961.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.0936,41.8,19.9,
SOAD12043,Navaldia,No,Recreation,Earth,10.842,0.185,12510.0,1979.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.1057,46.0,5.3,8.8
SOAD12237,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.81,0.233,,1960.0,,,,,,,76.68,Low,,,0.0941,9.5,132.2,
SOAD12697,Flumevale,Yes,Flood Risk Reduction,Earth,11.433,0.38,36120.0,1961.0,,0.08668,7.98987,Uncontrolled,11/04/2018,3.0,36.11,Low,Fair,08/08/2019,0.0829,24.1,159.8,
SOAD13003,Lyndrassia,Yes,Irrigation,Earth,5.678,0.217,,1981.0,,,,,16/11/1981,,93.08,Low,,,0.1127,5.2,230.3,40.1
SOAD13357,Flumevale,Yes,Flood Risk Reduction,Earth,11.653,0.312,35400.0,1955.0,,0.09456,7.98987,Uncontrolled,22/04/2014,3.0,8.22,Low,Fair,25/08/2015,0.0901,32.3,314.4,
SOAD13392,Lyndrassia,No,Recreation,Earth,9.889,,0.0,1961.0,,0.06501,4327.84625,,25/02/1981,0.0,10.12,High,Not Rated,,0.1014,22.5,156.0,8.5
SOAD14253,Navaldia,No,,Earth,9.478,0.208,,,,0.03743,,Uncontrolled,14/09/2020,4.0,6.28,Low,Fair,14/09/2020,0.0525,16.4,292.9,
SOAD14606,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.133,0.058,,1954.0,,,,,,,50.81,Low,,,0.1029,8.7,123.2,
SOAD15020,Navaldia,Yes,Recreation,Stone,12.621,0.099,,1885.0,,0.05122,61.255669999999995,,13/01/2021,1.0,,High,Poor,,0.1339,32.8,705.6,5.6
SOAD15302,Flumevale,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,9.822,0.328,,1963.0,,0.10441,13.31645,,05/03/1987,0.0,118.36,Low,Unsatisfactory,27/09/2013,0.1247,22.6,85.3,
SOAD15371,Lyndrassia,No,Grade Stabilization,Earth,8.032,0.153,17552.0,1978.0,,0.03349,1427.52344,Uncontrolled,,0.0,,Low,Not Rated,,0.1008,12.5,14.3,
SOAD15569,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.378,0.067,,1965.0,,,,,,,0.0,Low,,,0.0831,17.9,224.2,
SOAD15844,Navaldia,No,Recreation,Earth,6.11,0.167,,1949.0,,0.13199,2.66329,,,,,Low,Not Rated,18/06/2014,0.1058,29.0,19.0,3.8
SOAD16249,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,9.329,,0.0,1974.0,,0.0788,1291.69565,,21/05/1979,0.0,0.0,High,Not Rated,,0.1194,41.6,605.3,
SOAD16806,Navaldia,No,Water Supply,Earth,7.704,0.592,,1962.0,,0.09061999999999999,0.0,,,,,Low,Not Rated,18/06/2014,0.1119,9.8,6.3,12.0
SOAD17026,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.05,0.317,,1964.0,,0.0591,0.0,,,,,Low,Not Rated,18/06/2014,0.102,38.5,21.7,
SOAD18184,Lyndrassia,Yes,Irrigation,Earth,7.23,0.2,,1932.0,,,,,,,118.12,Low,,,0.059,17.6,165.3,29.3
SOAD18524,Navaldia,No,Recreation,Earth,7.271,0.267,,1965.0,,0.09456,0.0,,,,,Low,Not Rated,18/06/2014,0.1056,9.7,10.8,8.4
SOAD18526,Lyndrassia,Yes,Irrigation,Earth,6.676,0.1,,1939.0,,,,,,,0.0,Significant,,,0.19,338.7,134.6,43.0
SOAD19223,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.072,0.265,,1973.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.1055,23.7,16.8,
SOAD19668,Lyndrassia,Yes,Other,Earth,3.131,0.833,,1962.0,,,,,,,0.0,Low,,,0.0861,22.8,416.0,
SOAD00082,Lyndrassia,No,Flood Risk Reduction,Earth,12.272,0.163,23453.0,1996.0,,0.0788,2338.3686199999997,Uncontrolled,11/09/1999,1.0,,Low,Not Rated,,0.0836,10.8,22.1,
SOAD01786,Flumevale,No,Fish and Wildlife Pond,Concrete,5.411,0.023,403.0,1939.0,,,,Uncontrolled,22/10/2015,5.0,83.33,Significant,Not Rated,,0.1062,315.1,54.4,
SOAD02063,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.216,0.05,,1950.0,,,,,,,0.0,Low,,,0.0709,12.1,129.0,
SOAD02592,Lyndrassia,No,Fish and Wildlife Pond,Earth,4.509,0.308,9900.0,1967.0,,0.06698,2101.33581,Uncontrolled,,0.0,,Low,Not Rated,,0.0903,45.8,22.9,
SOAD02637,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,9.139,,0.0,1968.0,,0.07683,234.36952,,,0.0,28.96,Low,Not Rated,,0.0989,18.9,463.6,
SOAD03263,Navaldia,No,Recreation,Earth,9.122,0.134,,1981.0,,0.0,966.77427,,,,,Low,Not Rated,18/06/2014,0.0732,46.1,5.3,4.8
SOAD03558,Lyndrassia,Yes,Other,Earth,13.448,0.333,,1989.0,,1.5366,,,,,0.0,Low,,,0.1125,647.3,710.2,
SOAD04045,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,10.635,0.133,,1954.0,,,,,,,9.22,Low,,,0.0974,9.9,179.9,
SOAD04376,Navaldia,No,Irrigation,Earth,4.393,0.912,,1986.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.0617,39.3,18.2,16.0
SOAD04482,Lyndrassia,No,Flood Risk Reduction,Earth,9.687,0.333,18820.0,1954.0,,0.04137,1789.73088,Uncontrolled,,0.0,,Low,Not Rated,,0.1167,47.5,21.3,
SOAD05312,Navaldia,No,Recreation,Earth,8.506,0.16,5333.0,,,,,Uncontrolled,14/09/2020,4.0,30.99,Low,Unsatisfactory,14/09/2020,0.0941,9.6,66.9,3.5
SOAD05942,Lyndrassia,No,Irrigation,Earth,9.477,0.193,20891.0,1977.0,,0.00788,1528.72846,Uncontrolled,,0.0,,Low,Not Rated,,0.0839,23.5,9.3,37.2
SOAD07350,Lyndrassia,No,Flood Risk Reduction,Earth,14.629,0.205,27837.0,2002.0,,0.03546,689.79211,Uncontrolled,23/08/2002,5.0,,Low,Not Rated,,0.0297,27.1,5.2,
SOAD07410,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.382,0.058,,1920.0,,,,,,,0.0,Low,,,0.0781,10.4,133.0,
SOAD07497,Navaldia,No,Water Supply,Earth,7.291,0.21,,1961.0,,0.08274,0.0,,,,,Low,Not Rated,18/06/2014,0.0888,5.4,5.3,23.2
SOAD09603,Lyndrassia,No,Flood Risk Reduction,Earth,9.04,0.263,19209.0,1954.0,,0.04334,1922.89538,Uncontrolled,,0.0,,High,Not Rated,,0.095,14.2,858.9,
SOAD10142,Flumevale,Yes,Recreation,Earth,7.546,0.073,3681.0,1969.0,,0.09456,7.98987,Uncontrolled,01/09/2010,10.0,195.49,Low,Not Rated,25/08/2020,0.0704,16.9,104.6,6.1
SOAD10670,Flumevale,Yes,Flood Risk Reduction,Earth,12.807,0.233,27127.0,1956.0,,0.08077,7.98987,Uncontrolled,01/11/2011,6.0,6.23,Low,Satisfactory,22/07/2021,0.0285,23.8,283.6,
SOAD11295,Lyndrassia,No,Recreation,Earth,5.202,,0.0,1963.0,,0.13002,950.79453,,,0.0,4.62,Low,Not Rated,,0.1143,12.1,771.8,9.1
SOAD11734,Flumevale,Yes,Water Supply,Earth,14.897,0.08,25000.0,1926.0,,0.09061999999999999,7.98987,,12/04/2023,1.0,,Significant,Poor,01/09/2017,0.1489,42.3,248.1,55.0
SOAD11756,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,4.358,0.067,,1945.0,,,,,,,103.75,Low,,,0.0959,18.2,129.6,
SOAD12689,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.111,0.083,,1970.0,,,,,,,61.83,Significant,,,0.1209,62.5,49.9,
SOAD12729,Navaldia,No,Water Supply,Earth,5.098,0.237,,1962.0,,0.10441,0.0,,,,,Low,Not Rated,18/06/2014,0.0858,32.7,15.6,8.3
